title,publication_date,source,url,description,ai_keywords_found,ce_keywords_found
"AI Gets the Blame for 55,000 Layoffs in 2025",2025-12-23T19:05:30Z,Gizmodo.com,https://gizmodo.com/ai-gets-the-blame-for-55000-layoffs-in-2025-2000703011,"In 2025, if you wanted to do layoffs, AI was a great option for pinning the blame.","artificial intelligence, automation",construction
Canada Backs €8 Billion European Data Centre Deal,2025-12-23T18:32:35Z,iPhone in Canada,https://www.iphoneincanada.ca/2025/12/23/canada-backs-e8-billion-european-data-centre-deal/,"Canada’s CPP Investments has teamed up with Goodman on a European data centre partnership across Frankfurt, Amsterdam, and Paris.
The post Canada Backs €8 Billion European Data Centre Deal first appeared on iPhone in Canada.",artificial intelligence,"construction, infrastructure"
Inside China's Diverse Investment Strategy Across Central Asia,2025-12-23T18:00:00Z,OilPrice.com,https://oilprice.com/Energy/Energy-General/Inside-Chinas-Diverse-Investment-Strategy-Across-Central-Asia.html,"The Chinese yuan is making gains on the US dollar in Central Asia as a form of payment in commercial transactions. For example, the volume of trade in the Chinese yuan/Kazakh tenge (CNY/KZT) forex pair in Kazakhstan’s spot foreign exchange market grew by 102.…",artificial intelligence,"construction, bridge, concrete"
Goodman Group strikes $14bn data centre deal,2025-12-23T17:18:00Z,iTnews,https://www.itnews.com.au/news/goodman-group-strikes-14bn-data-centre-deal-622702?utm_source=feed&utm_medium=rss&utm_campaign=iTnews+,Will build facilities across Europe.,artificial intelligence,"construction, infrastructure"
Goodman Group strikes $14bn data centre deal,2025-12-23T17:18:00Z,iTnews,https://www.itnews.com.au/news/goodman-group-strikes-14bn-data-centre-deal-622702?utm_source=feed&utm_medium=rss&utm_campaign=iTnews+Technology+feed,Will build facilities across Europe.,artificial intelligence,"construction, infrastructure"
Goodman Group strikes $14bn data centre deal,2025-12-23T17:18:00Z,iTnews,https://www.itnews.com.au/news/goodman-group-strikes-14bn-data-centre-deal-622702?utm_source=feed&utm_medium=rss&utm_campaign=iTnews+News+feed,Will build facilities across Europe.,artificial intelligence,"construction, infrastructure"
Michigan Regulators Approve State’s First Hyperscale Data Center,2025-12-23T15:28:32Z,Insurance Journal,https://www.insurancejournal.com/news/midwest/2025/12/23/852128.htm,"Despite criticism that they were acting too fast, state utility regulators last week approved DTE Energy’s proposal to supply power for Michigan’s first hyperscale data center — while tacking on a host of conditions that aim to protect ratepayers from …",artificial intelligence,"construction, bridge, infrastructure"
"The next AI pivot will be toward efficiency and lowering costs, ex-Facebook privacy chief says",2025-12-23T15:26:47Z,CNBC,https://www.cnbc.com/2025/12/23/ai-cost-efficiency-facebook-privacy.html,Former Facebook privacy chief Chris Kelly said that AI companies will focus on creating efficiencies for training models.,artificial intelligence,"construction, infrastructure"
"CPP, Goodman to invest US$2.6 billion in European data centres",2025-12-23T15:17:38Z,Financial Post,https://financialpost.com/fp-finance/cpp-invests-in-european-data-centers,The Canada Pension Plan Investment Board and Australia’s Goodman Group agreed to set up a multibillion dollar data centre business. Read on,"machine learning, artificial intelligence",construction
"Jet.AI Inc. JV for 50MW Data Center Campus in Moapa, Nevada",2025-12-23T14:15:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/23/3209946/0/en/Jet-AI-Inc-JV-for-50MW-Data-Center-Campus-in-Moapa-Nevada.html,"50MW data center estimated enterprise value of ~$500MM  LAS VEGAS, NV, Dec.  23, 2025  (GLOBE NEWSWIRE) -- Jet.AI Inc. (NASDAQ: JTAI) (“Jet.AI” or the...",artificial intelligence,"transportation, construction, infrastructure"
14 Incheon Innovators Win 17 CES 2026 Innovation Awards,2025-12-23T14:07:26Z,Financial Post,https://financialpost.com/pmn/business-wire-news-releases-pmn/14-incheon-innovators-win-17-ces-2026-innovation-awards,"Announced ahead of CES 2026 by the show organizer, the Consumer Technology Association (CTA) Secured 17 awards, including Best of Innovation in Artificial Intelligence (AI). Incheon’s innovative companies recognized on the global stage for technological excel…","robotics, artificial intelligence","construction, bridge"
These are the best new hotels that opened in 2025,2025-12-23T14:00:16Z,The Points Guy,https://thepointsguy.com/hotel/best-new-hotels-2025/,"From New York City to Prague, from Cape Town to Taipei, these are the best new hotels that opened in 2025, according to The Points Guy's team of travel and hotel experts.",artificial intelligence,"transportation, construction, concrete"
"Reliability, validity, and correlates of an AI voice emotion recognition app among nurses",2025-12-23T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0339365,"Background Digital tools are increasingly widespread in healthcare, particularly in the fields of emotion recognition and mental health assessment.   Objectives This study evaluated whether an artificial intelligence (AI) voice emotion recognition (VER) app c…","machine learning, neural networks, artificial intelligence",construction
Impact of excessive environmental information disclosure on stock price crash risk,2025-12-23T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338808,"With the deepening of carbon peak and carbon neutrality (“dual carbon”) initiatives, corporate responsibility for environmental information disclosure has become imperative. However, due to imperfect laws and regulations, companies may have incentives to over…",artificial intelligence,"construction, tunnel"
Foresight Expands Road Safety Product Outreach in South Korea with a Strategic Cooperation Agreement,2025-12-23T13:05:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/23/3209857/0/en/Foresight-Expands-Road-Safety-Product-Outreach-in-South-Korea-with-a-Strategic-Cooperation-Agreement.html,"Ness Ziona, Israel, Dec. 23, 2025 (GLOBE NEWSWIRE) -- Foresight Autonomous Holdings Ltd. (Nasdaq and TASE: FRSX) (“Foresight” or the “Company”), an innovator in 3D perception systems, announced today entering into a multi-phase strategic cooperation agreement…",artificial intelligence,"construction, bridge, infrastructure"
"ZenaTech Closes Acquisition of Vara 3D, a Utah-Based Surveying and Mapping Firm Expanding Drone-as-a-Service to the High-Growth Solar Infrastructure Market",2025-12-23T13:01:12Z,Financial Post,https://financialpost.com/globe-newswire/zenatech-closes-acquisition-of-vara-3d-a-utah-based-surveying-and-mapping-firm-expanding-drone-as-a-service-to-the-high-growth-solar-infrastructure-market,"VANCOUVER, British Columbia, Dec. 23, 2025 (GLOBE NEWSWIRE) — ZenaTech, Inc. (Nasdaq: ZENA) (FSE: 49Q) (BMV: ZENA) (“ZenaTech”), a technology business solutions company specializing in AI (Artificial Intelligence) drone, Drone as a Service (DaaS), enterprise …",artificial intelligence,infrastructure
Trump’s Latest Climate Attack: Offshore Wind Farms,2025-12-23T12:30:00Z,Mother Jones,https://www.motherjones.com/politics/2025/12/trumps-latest-climate-attack-offshore-wind-farms/,"This story was originally published by the Guardianand is reproduced here as part of the Climate Desk collaboration.The Trump administration has said it is immediately pausing all leases for offshore wind farms already under construction, in the heaviest blow…",artificial intelligence,construction
"Trump Freezes $10bn Wind Farms in Security Row, Jeopardising Power for 600,000 Homes",2025-12-23T11:45:18Z,International Business Times,https://www.ibtimes.com/trump-freezes-10bn-wind-farms-security-row-jeopardising-power-600000-homes-3793516,"Trump paused five major offshore wind projects worth billions, including Virginia's largest renewable energy scheme, citing Pentagon radar concerns.",artificial intelligence,construction
"US freezes five big offshore wind projects, shares dive",2025-12-23T08:59:12Z,RTE,https://www.rte.ie/news/business/2025/1223/1550297-us-freezes-five-big-offshore-wind-projects-shares-dive/,"The Trump administration has suspended leases for five large offshore wind projects that are under construction off the US East Coast over what it called national security concerns, sending shares of offshore wind companies plunging.",artificial intelligence,"construction, infrastructure"
"BofA Reiterates Buy on Palantir (PLTR) After Investor Meetings, Sees Strong AI Adoption",2025-12-23T08:02:46Z,Yahoo Entertainment,https://finance.yahoo.com/news/bofa-reiterates-buy-palantir-pltr-080246108.html,"Palantir Technologies Inc. (NASDAQ:PLTR) is one of the AI Stocks in the Spotlight for Investors. On December 15, BofA Securities reiterated its “Buy” rating ...",artificial intelligence,construction
7 reasons to feel actually hopeful about the clean energy transition,2025-12-23T06:26:14Z,Vox,https://www.vox.com/climate/473138/clean-energy-transition-trump-solar-2025-batteries-renewables-evs,"It’s been a rough year if you care about climate change policy in the United States. In Washington, the second Trump administration has moved quickly to dismantle the scaffolding of federal climate action: pulling the US out of the Paris Agreement (again), fr…",artificial intelligence,"structural, construction, concrete, infrastructure"
Malaysia’s AI data center boom: A strategic play amid global tech rivalry,2025-12-23T06:00:00Z,Naturalnews.com,https://www.naturalnews.com/2025-12-23-malaysia-ai-data-center-boom-a-strategic-play.html,"Johor, Malaysia, has evolved from an agricultural/manufacturing region into Asia’s fastest-growing AI infrastructure hub in just three years, attracting U.S. and Chinese tech giants with over 900MW of data center capacity—a milestone Singapore took a decade t…",artificial intelligence,"construction, infrastructure"
"NZ sharemarket ends up again, end of year in sight - Market close",2025-12-23T05:20:27Z,New Zealand Herald,https://www.nzherald.co.nz/business/markets/shares/nz-sharemarket-ends-up-again-end-of-year-in-sight-market-close/premium/WJJFH7KMVFABTKSMTKIONUDEWQ/,"All today's action was on Wall Street, with technology stocks linked to AI bouncing back.",artificial intelligence,construction
"2026 Global Markets: Navigating the new regime of debt, inflation and geopolitical shifts",2025-12-23T02:47:15Z,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/2026-global-markets-navigating-the-new-regime-of-debt-inflation-and-geopolitical-shifts/articleshow/126132126.cms,"Global markets face a regime shift with elevated debt, fiscal dominance, and geopolitical fragmentation. Financial repression, favoring nominal growth and inflation, is likely. Investors should pivot to real assets like commodities, gold, and silver, and sele…",artificial intelligence,"structural, construction, infrastructure"
Trump Announces New Navy Battleships Named After Himself,2025-12-23T01:11:07Z,HuffPost,https://www.huffpost.com/entry/trump-navy-battleships_n_6949d385e4b0c3ddb22355b7,"The ""Trump Class"" vessel will be the ""largest, deadliest, and most versatile and best-looking warship,"" according to Navy Secretary John Phelan.",artificial intelligence,construction
"A.I. demand won’t depend on ‘chips,’ it’ll depend on electricity",2025-12-22T23:11:51Z,Wnd.com,https://www.wnd.com/2025/12/i-demand-wont-depend-chips-itll-depend-electricity/,"Analyst: 'By July 2026, the first major US tech company will announce an AI facility in a foreign country citing power constraints'",artificial intelligence,construction
Alphabet Acquiring Data Center Firm Intersect,2025-12-22T21:46:11Z,pymnts.com,https://www.pymnts.com/acquisitions/2025/alphabet-acquiring-data-center-firm-intersect/,"Google’s parent company is set to acquire Intersect, a company providing data center and energy infrastructure solutions. The $4.75 billion deal is designed to allow more artificial intelligence (AI) data center and generation capacity to come online more qui…",artificial intelligence,infrastructure
Silver And Copper Are Both Flashing The Same Signal — And That Is Setting The Stage For Widespread Panic On Wall Street,2025-12-22T21:38:37Z,Theeconomiccollapseblog.com,http://theeconomiccollapseblog.com/silver-and-copper-are-both-flashing-the-same-signal-and-that-is-setting-the-stage-for-widespread-panic-on-wall-street/,"2025 has been a smashing year for those that invested in precious metals.  The price of copper is up about 30 percent since the start of the year, and the price of silver has risen 128 percent during that same time period.  I have been saying “we have never s…",artificial intelligence,"structural, construction, bridge, infrastructure"
Global Times: 'Five imperatives' outlined at CEWC underscore maturity and resolve of China's economic governance philosophy: economist,2025-12-22T21:28:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/22/3209564/0/en/Global-Times-Five-imperatives-outlined-at-CEWC-underscore-maturity-and-resolve-of-China-s-economic-governance-philosophy-economist.html,"China’s 2025 CEWC outlined priorities for high-quality growth, innovation and reform, guiding stable development and a strong start to the 15th Five-Year Plan. China’s 2025 CEWC outlined priorities for high-quality growth, innovation and reform, guiding stabl…",artificial intelligence,"structural, construction, transportation, infrastructure"
Trump Enters the Race for Fusion Power,2025-12-22T21:00:00Z,OilPrice.com,https://oilprice.com/Alternative-Energy/Nuclear-Power/Trump-Enters-the-Race-for-Fusion-Power.html,"Shares of Trump Media & Technology Group Corp. (NYSE:DJT) have surged nearly 70% after the company agreed to merge with fusion startup TAE Technologies in a $6 billion deal. Under the terms of the deal, shareholders of each company will own roughly half of th…",artificial intelligence,construction
Pathos Communications' PathosMind Highlights Ten Newsworthy Leaders,2025-12-22T19:45:27Z,International Business Times,https://www.ibtimes.com/pathos-communications-pathosmind-highlights-ten-newsworthy-leaders-3793490,"Continuously monitoring more than 50,000 news publishers worldwide each day and analysing conversations across a global network of hundreds of thousands of Pathos contacts, this agentic platform pinpoints individuals and ideas with true newsworthiness. Here a…",artificial intelligence,"construction, bridge, infrastructure"
Alphabet Buying Clean Energy Developer to Support Data Centers,2025-12-22T19:36:59Z,POWER magazine,https://www.powermag.com/alphabet-buying-clean-energy-developer-to-support-data-centers/,"Alphabet, the parent of technology giant Google, has announced a definitive agreement to acquire Intersect, which provides data center and energy...",artificial intelligence,"construction, infrastructure"
Trump has always hated offshore wind. Now he’s moving to kill it.,2025-12-22T19:36:25Z,Grist,https://grist.org/energy/trump-has-always-hated-offshore-wind-now-hes-moving-to-kill-it/,The Trump administration has halted five already approved offshore wind projects despite rising electricity demand.,artificial intelligence,construction
Trump has always hated offshore wind. Now he’s moving to kill it.,2025-12-22T19:36:25Z,Grist,https://grist.org/climate-energy/trump-has-always-hated-offshore-wind-now-hes-moving-to-kill-it/,The Trump administration has halted 5 already approved offshore wind projects despite rising electricity demand.,artificial intelligence,construction
Uruguay’s Only Art Fair Wagers That It Can Create a New Regional Market Force,2025-12-22T19:18:22Z,ARTnews,https://www.artnews.com/art-news/news/uruguays-only-art-fair-wagers-that-it-can-create-a-new-regional-market-force-1234767795/,"Este Arte, whose 12th edition opens to the public on January 5, aims to spur on an entire art ecosystem.",artificial intelligence,"construction, bridge, concrete, infrastructure"
Mawson Infrastructure Group Inc. Announces Compliance with Nasdaq Continued Listing Requirements,2025-12-22T19:05:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/22/3209502/0/en/Mawson-Infrastructure-Group-Inc-Announces-Compliance-with-Nasdaq-Continued-Listing-Requirements.html,"MIDLAND, Pa., Dec. 22, 2025 (GLOBE NEWSWIRE) -- Mawson Infrastructure Group Inc. (NASDAQ: MIGI) (“Mawson” or the “Company”), a U.S. based technology company that designs, builds, and operates next-generation digital infrastructure platforms providing services…",artificial intelligence,"construction, infrastructure"
What 2025 told us about the future of AI in architecture,2025-12-22T18:38:00Z,Archinect,https://archinect.com/news/article/150515107/what-2025-told-us-about-the-future-of-ai-in-architecture,"Throughout 2025, advances in artificial intelligence continued at a fast pace across architecture and construction. From new models by established AI companies such as OpenAI to bespoke tools aimed at the AEC industry, the architect's AI toolkit continued to …",artificial intelligence,construction
Trump pauses more offshore wind projects citing national security concerns,2025-12-22T17:56:01Z,Al Jazeera English,https://www.aljazeera.com/economy/2025/12/22/trump-pauses-more-offshore-wind-projects-citing-national-security-concerns,The directive pausing five projects comes as the administration ramps up offshore oil and gas production.,artificial intelligence,"construction, infrastructure"
Feature: China-supported workshop enhances business capacity of Ethiopian women entrepreneurs,2025-12-22T17:31:00Z,The Star Online,https://www.thestar.com.my/news/world/2025/12/23/feature-china-supported-workshop-enhances-business-capacity-of-ethiopian-women-entrepreneurs,"ADDIS ABABA, Dec. 22 (Xinhua) -- Hanan Ahmed, one of the 66 Ethiopian entrepreneurs who attended the China-supported Global Female Entrepreneurship Empowerment Program (GFEEP) workshop in Addis Ababa, the capital of Ethiopia, completed the program with a sens…",artificial intelligence,"structural, construction"
Demands for Data Center Moratoriums Surge,2025-12-22T10:30:00Z,The American Prospect,http://prospect.org/2025/12/22/demands-for-data-center-moratoriums-surge/,"Americans are getting wise to the threats posed by the lightly regulated facilities competing with humans for resources.
The post Demands for Data Center Moratoriums Surge appeared first on The American Prospect.",artificial intelligence,infrastructure
"Hyundai Motor to unveil AI strategy, debut humanoid robot at CES 2026",2025-12-22T03:57:50Z,The Times of India,https://economictimes.indiatimes.com/tech/technology/hyundai-motor-to-unveil-ai-strategy-debut-humanoid-robot-at-ces-2026/articleshow/126113843.cms,"Hyundai Motor Group is also developing a major battery research center in South Korea. This facility aims to boost electric vehicle competitiveness. Construction is progressing well, with completion expected by the end of 2026. The group is investing signific…","robotics, artificial intelligence",construction
"Utilities Repriced for the AI Era, Monopoly Power Meets Surging Data Center Demand",2025-12-20T15:21:38Z,24/7 Wall St.,https://247wallst.com/investing/2025/12/20/utilities-repriced-for-the-ai-era-monopoly-power-meets-surging-data-center-demand/,"Watch the Video Lee and I discussed one of the most overlooked realities of artificial intelligence. None of it works without electricity. For a while, there...",artificial intelligence,structural
"$23 Billion Roll-to-Roll Printing Market Outlook, 2030: Analysis of New Technologies, Key Partnerships, and Evolving Business Models",2025-12-23T11:22:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/23/3209758/28124/en/23-Billion-Roll-to-Roll-Printing-Market-Outlook-2030-Analysis-of-New-Technologies-Key-Partnerships-and-Evolving-Business-Models.html,"The market offers opportunities in flexible electronics, smart packaging, and renewable energy through innovations in materials and automation The market offers opportunities in flexible electronics, smart packaging, and renewable energy through innovations i…","machine learning, automation",construction
The showers and baths keeping data centre tech cool,2025-12-23T00:04:45Z,BBC News,https://www.bbc.com/news/articles/cp8zd176516o,Finding greener ways to keep giant new data centres cool is a challenge.,"generative AI, machine learning","construction, infrastructure"
MicroCloud Hologram Inc. Develops Serial-Parallel Architecture-Based FPGA Quantum Computing Simulation Framework,2025-12-22T16:51:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/22/3209427/0/en/MicroCloud-Hologram-Inc-Develops-Serial-Parallel-Architecture-Based-FPGA-Quantum-Computing-Simulation-Framework.html,MicroCloud Hologram Inc. Develops Serial-Parallel Architecture-Based FPGA Quantum Computing Simulation Framework...,"machine learning, artificial intelligence","construction, infrastructure"
Enhancing network traffic detection via interpolation augmentation and contrastive learning,2025-12-22T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338546,"With the rapid advancement of information technology, the Internet, as the core infrastructure for global information exchange, faces increasingly severe security challenges. However, traditional network traffic detection methods typically focus solely on the…","computer vision, neural networks, machine learning","structural, construction, infrastructure"
Key soil properties governing Cr(VI) retention in 16 natural soils: A comprehensive geochemical and statistical analysis,2025-12-22T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338375,"Hexavalent Chromium (Cr(VI)) contamination in soils poses significant ecological risks due to its mobility and toxicity, with retention mechanisms governed by interactions between soil properties and Cr(VI). However, the quantitative roles of key soil paramet…",machine learning,"structural, construction"
Fuel Card Market Outlook Report 2025-2032 - Rising Volume of Partnerships Between Fuel Card Providers and Ride-Hailing Platforms for Seamless Driver Payments,2025-12-22T12:24:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/22/3209122/28124/en/Fuel-Card-Market-Outlook-Report-2025-2032-Rising-Volume-of-Partnerships-Between-Fuel-Card-Providers-and-Ride-Hailing-Platforms-for-Seamless-Driver-Payments.html,"The fuel card market offers growth through digital payment adoption, enhanced compliance, and automation. Opportunities lie in integrated tech solutions for diverse fleets, robust card platforms for scalability, and adaptability to regional compliance. The fu…","machine learning, automation","transportation, construction, infrastructure"
"Uttar Pradesh to hit 21 lakhs GST assessees, added 35k in Nov",2025-12-22T05:10:44Z,BusinessLine,https://www.thehindubusinessline.com/economy/uttar-pradesh-to-hit-21-lakhs-gst-assessees-added-35k-in-nov/article70424768.ece,"Data showed that as of November 30, the total number of GST assesses was more than 1.58 crore, compared to more than 1.56 crore as of October 31",machine learning,construction
Show HN: jax-js – JAX in pure JavaScript,2025-12-20T18:08:58Z,Github.com,https://github.com/ekzhang/jax-js,"Article URL: https://github.com/ekzhang/jax-js
Comments URL: https://news.ycombinator.com/item?id=46338176
Points: 2
# Comments: 0","neural networks, machine learning",construction
How AI Will Be Different at CES 2026: On‑Device Processing and Actual Agentic Productivity,2025-12-20T00:30:31Z,Yanko Design,https://www.yankodesign.com/2025/12/19/how-ai-will-be-different-at-ces-2026-on-device-processing-and-actual-agentic-productivity/,"How AI Will Be Different at CES 2026: On‑Device Processing and Actual Agentic ProductivityLast year, every other product at CES had a chatbot slapped onto it. Your TV could talk. Your fridge could answer trivia. Your laptop had...","robotics, machine learning","construction, infrastructure"
Performance Hints – Jeff Dean and Sanjay Ghemawat,2025-12-19T18:59:26Z,Abseil.io,https://abseil.io/fast/hints.html,"Battle-tested, Mom-approved",machine learning,"construction, bridge, concrete"
Don’t expect Trump Media’s nuclear fusion power plant to generate electricity soon,2025-12-19T18:05:38Z,The Verge,https://www.theverge.com/report/848205/nuclear-fusion-energy-trump-media-tae,"Trump Media - yup, the parent company of Truth Social - is the latest entrant in the near century-long race to develop a nuclear fusion power plant. It announced a merger agreement with fusion company TAE Technologies on Thursday, and a bold plan to break gro…",machine learning,"construction, infrastructure"
"Endra secures $20M to automate mechanical, electrical and plumbing design for construction",2025-12-19T17:05:12Z,SiliconANGLE News,https://siliconangle.com/2025/12/19/endra-secures-20m-automate-mechanical-electrical-plumbing-design-construction/,"Sweden-based Endra Systems AB, an artificial intelligence and generative design startup for engineers who make buildings habitable, announced Thursday it raised $20 million in seed funding led by Notion Capital. When it comes to construction, buildings are mo…",artificial intelligence,construction
Data Centers in Space: Will 2027 Really Be the Year AI Goes to Orbit?,2025-12-19T15:00:00Z,Singularity Hub,https://singularityhub.com/2025/12/19/data-centers-in-space-will-2027-really-be-the-year-ai-goes-to-orbit/,"Google plans to take a tangible first step in a new AI and computing moonshot by launching two prototype satellites to orbit in early 2027.
The post Data Centers in Space: Will 2027 Really Be the Year AI Goes to Orbit? appeared first on SingularityHub.",machine learning,"construction, concrete, infrastructure"
DAGFormer: A graph-based domain adaptation approach for single-cell cancer drug response prediction,2025-12-19T14:00:00Z,Plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013832,"Author summary In the era of precision medicine, single-cell RNA sequencing (scRNA-seq) provides gene expression profiles at the individual cell level, while bulk RNA sequencing (bulk RNA-seq) captures the averaged transcriptome of mixed cell populations. Pre…","neural networks, machine learning","structural, construction, bridge"
Dual niche modeling with GEE and SHAP for predicting habitat shifts of Haloxylon ammodendron and Cistanche deserticola under climate change,2025-12-19T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338809,"Haloxylon ammodendron, a keystone woody species, and its parasitic plant, Cistanche deserticola, play critical roles in sustaining arid ecosystems and supporting regional economies. However, their distribution is increasingly threatened by global climate chan…",machine learning,"construction, bridge, infrastructure"
Development and validation of a risk prediction model for postoperative urinary retention after gynecologic abdominal-pelvic surgery,2025-12-19T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-32714-3,Scientific Reports - Development and validation of a risk prediction model for postoperative urinary retention after gynecologic abdominal-pelvic surgery,machine learning,construction
Workplace Transformation Market Set to Reach US$ 188.7 Billion by 2035 as Generative AI Adoption Delivers Massive Productivity and Operational Efficiency Gains Says Astute Analytica,2025-12-18T18:53:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/18/3208111/0/en/Workplace-Transformation-Market-Set-to-Reach-US-188-7-Billion-by-2035-as-Generative-AI-Adoption-Delivers-Massive-Productivity-and-Operational-Efficiency-Gains-Says-Astute-Analytica.html,"Enterprises currently prioritizing resilience by funneling capital into AI-driven automation and fortified cloud infrastructures to support distributed teams. Wherein, decision-makers in the market are aggressively consolidating software portfolios to optimiz…","generative AI, automation",infrastructure
Geospatial modeling and forecasting of urban land use change using Google Earth Engine and machine learning,2025-12-18T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338920,"Urban expansion and Land Use Land Cover (LULC) change pose critical challenges for sustainable urban planning and risks to food security. This study analyzes multi-temporal Landsat imagery from 1990 to 2020 for five major cities, Islamabad, Karachi, Lahore, P…","neural networks, machine learning","construction, concrete, infrastructure"
